title,marka,model,catalog_number,prices,item_id,group0,group1,group2,group3,group4,group5,parts_number_v2,number,avito_marka,avito_model,SparePartType,TechnicSparePartType,stock_id,orig_day
Гидроцилиндр ковша Volvo EC210/EC460,volvo,EC210,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,210,volvo,EC210,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Гидроцилиндр ковша Volvo EC210/EC290/EC460/EC240,volvo,EC210,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,210,volvo,EC210,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Гидроцилиндр ковша Hyundai R320/R330/R260,hyundai,R320LC-7,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,320,hyundai,R 320LC-7,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Поворотный круг Hyundai R250/R260/R330,hyundai,R250,,,,комплектующие рамы,круг,,,целиком,,,250,hyundai,R 250LC-3,"Рамы, кузова и надстройки",Рамы и лонжероны,,2024-02-03
Подшипник кулака Hyundai R200W-7,hyundai,R200W-7,,,,запчасти двигателя,коренной подшипник,,,,,,200,hyundai,R200W-7,Двигатели и комплектующие,"Поршни, шатуны, кольца, вкладыши",,2024-02-03
Гидроцилиндр ковша Volvo EC240/EC210/EC460/EC290,volvo,EC240,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,240,volvo,EC240,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Гидроцилиндр ковша Volvo EC460/EC290/EC210,volvo,EC460,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,460,volvo,EC460,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Гидроцилиндр ковша xcmg XE135E,xcmg,XE135B,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,135,xcmg,XE135B,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Вал гидромотора хода John Deere E230/E260/E210,john deere,,,,,гидравлический компонент,гидромотор,гидромотор хода,,запчасти,вал,,,hyundai,R800LC9 FS,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
Поворотный круг Hyundai R250/R330/R320,hyundai,R250,,,,комплектующие рамы,круг,,,целиком,,,250,hyundai,R 250LC-3,"Рамы, кузова и надстройки",Рамы и лонжероны,,2024-02-03
Гидроцилиндр стрелы Volvo EC210/EC240/EC290/EC360,volvo,EC210,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр стрелы,,целиком,,,210,volvo,EC210,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Поворотный круг Hyundai R260/R330/R250,hyundai,R260LC-9S,,,,комплектующие рамы,круг,,,целиком,,,260,hyundai,R 260LC-9S,"Рамы, кузова и надстройки",Рамы и лонжероны,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
,,,,,,,,,,,,,,,,,,,2024-02-03
Поворотный круг Hyundai R330/R250/R260/R320,hyundai,R330,,,,комплектующие рамы,круг,,,целиком,,,330,hyundai,R 330LC-9S,"Рамы, кузова и надстройки",Рамы и лонжероны,,2024-02-03
Гидроцилиндр ковша xcmg XE150E,xcmg,XE150D,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,150,xcmg,XE150D,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Гидроцилиндр ковша xcmg XE215D,xcmg,XE215,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,215,xcmg,XE215,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Гидроцилиндр ковша Hyundai R320/R260/R330,hyundai,R320LC-7,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,320,hyundai,R 320LC-7,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
Гидроцилиндр ковша xcmg XE210,xcmg,XE210D,,,,гидравлический компонент,гидроцилиндр,гидроцилиндр ковша,,целиком,,,210,xcmg,XE210D,Гидравлические и пневмосистемы,Гидроцилиндры и баки,,2024-02-03
14631200 редуктор хода Volvo EC480,volvo,EC480,14631200,,,гидравлический компонент,редуктор,редуктор хода,!,целиком,,14631200,480,volvo,EC480D,Трансмиссия,"Редуктор, муфта и дифференциалы",,2024-02-03
Вал гидромотора хода John Deere E230/E260/E240/E210,john deere,,,,,гидравлический компонент,гидромотор,гидромотор хода,,запчасти,вал,,,hyundai,R 160LCD-3,Гидравлические и пневмосистемы,Гидромоторы и гидронасосы,,2024-02-03
